Close,High,Low,Open,Volume
28.062965393066406,28.101713903067832,27.423629759088083,27.58830723133284,32310400
28.17920684814453,28.31482292716907,28.014529388915943,28.11139880863226,25013000
28.033903121948242,28.276075742927954,27.87891279233166,28.198580578119667,27464700
27.772357940673828,28.16952091547849,27.636741855900702,28.14045953404257,30725100
27.714235305786133,27.869225635232848,27.491435090529823,27.704548179241904,24957200
27.452688217163086,27.627052798333835,27.37519305304614,27.607678545396986,25678900
27.6851749420166,27.694862068916283,27.355820017949565,27.404255652447972,28769000
28.285764694213867,28.90572605267425,28.198582397226552,28.45044216100873,51426600
28.266389846801758,28.566683392551774,28.092025256485442,28.295449380100777,29126600
29.244768142700195,29.47725365235542,28.18889529824694,28.305137129259254,44244800
28.4213809967041,29.13821178481056,28.36326008081185,28.95416006224939,34347700
28.24701690673828,28.518250931805532,28.043592773660823,28.440755760019265,29617600
28.16952133178711,28.256703629752725,27.946722947044133,28.247016502464255,23594200
28.51824951171875,28.808855929538634,28.159833205285718,28.17920745917519,29009900
28.74104881286621,28.886352026449092,28.508563301607474,28.57637134477078,28414800
28.353572845458984,28.60543261020599,28.305137209374603,28.55699697412161,23779200
28.30513572692871,28.450440779941097,28.16951964825635,28.382630892974415,24244900
28.02421760559082,28.305136901300322,27.975781970033612,28.305136901300322,23395700
27.937034606933594,28.082337814691417,27.704549104994975,27.995155520510618,29036400
27.956409454345703,28.198582088294973,27.772357735207695,27.966096581419343,22217600
27.743295669555664,28.072650591411886,27.60767958913152,27.956408764657056,31473600
27.559247970581055,27.830480152766253,27.549560842984345,27.78204636241337,26091100
27.956409454345703,28.033904623304245,27.665801185028236,27.704549693322793,37922500
27.568931579589844,28.25670281622496,27.15239620396161,28.101712479332928,102267000
27.62705421447754,27.70454938256684,27.30738641515537,27.42362824347404,47104000
27.413942337036133,27.74329727798687,27.40425705727049,27.559247400349587,37909600
27.21051788330078,27.64642937283258,27.17176937417324,27.588306609141267,46894600
26.890850067138672,27.258951665609906,26.861788685299913,27.220205004122167,41347800
27.1136474609375,27.123334587863116,26.716484495139948,26.871474830688722,44175800
26.503374099731445,27.113648334666838,26.232140079965383,27.055527418870753,65749500
26.60024070739746,26.72617150926844,26.483998880041746,26.668050595590582,48484800
26.285446166992188,26.708453283906262,26.27560857400244,26.669104788276282,55951300
25.813251495361328,26.393656314488496,25.79357631049931,26.28544467407631,54329300
25.764066696166992,26.0100008902372,25.527970095019075,25.803415191527147,53035200
26.285446166992188,26.314958945961425,25.557481172711988,25.803415368468634,47983100
25.596830368041992,26.413331785368165,25.41975745502421,26.305120143784205,45262200
24.396671295166016,25.28203589466179,24.081875827047075,25.28203589466179,131074400
24.45569610595703,24.839352836471328,24.298298376703528,24.563905872113228,64261300
24.69179344177246,24.701631034687523,24.209762646908505,24.298299106815048,52381200
24.534395217895508,24.691792948735614,24.24911065804222,24.662280170579734,46170800
24.721303939819336,24.80984039827768,24.37699757506908,24.465534033527423,45048400
25.232847213745117,25.331221263821867,24.691792752816422,24.77049161761203,41897000
25.7443904876709,26.019837449566314,25.32138339046073,25.331220982992235,57707600
25.35089683532715,25.813252438504282,25.193499103337956,25.734553572509686,33001000
25.40991973876953,25.527968972316263,25.282034789062074,25.341058467670983,28242100
25.78373908996582,25.803414275111628,25.350896274731667,25.409919953840156,22023000
25.400083541870117,25.79357788143131,25.31154708092772,25.64601773863699,43866400
25.144309997558594,25.47878063192924,25.104961504512634,25.409919361852147,49064300
24.819677352905273,25.085286721451343,24.77049126672811,25.03610063527418,42541500
25.28203582763672,25.370572287351575,24.731141883560046,24.819678343274905,43647900
25.311546325683594,25.675529751622822,25.173823780028783,25.321383918420217,31830700
25.67552947998047,26.010000124171192,25.163985921061844,25.34105883578975,37464800
25.15414810180664,25.685366841204416,25.095124422872086,25.675529248660503,43280500
24.819677352905273,25.09512431395256,24.760653674226894,24.967237487765676,39569400
24.9574031829834,25.065612953958414,24.652443427186395,24.77049266754798,38705100
25.163986206054688,25.242685071677393,24.849190743563863,24.92788960918657,29043600
24.839353561401367,25.33122194875585,24.80984078268166,25.173824214908734,40194000
26.00016212463379,26.02967302574063,25.439432487656855,25.47878098124228,71440300
25.468944549560547,26.08869976965554,25.439433647108686,25.764066708382114,47575100
25.35089683532715,25.665692299305537,25.16398632496662,25.282035562123,50324700
25.93130111694336,26.059186067805797,25.28203501739482,25.28203501739482,116340100
26.27560806274414,26.314958433937466,25.76406637153369,25.931301696447388,35350400
26.30512046813965,26.334633246116162,25.950974637737286,26.15756033091498,19716400
26.128047943115234,26.2854456753492,26.04934907699825,26.206746809232218,31406000
26.18707275390625,26.413331753005565,25.99032465605446,26.000162248579944,35218300
25.990325927734375,26.14772366318555,25.81325300626955,26.04934960944631,32859100
26.09853744506836,26.216584807906887,25.931302117439614,25.97065061294279,27085500
26.177236557006836,26.42317075426897,26.128048591756997,26.314959107048345,32899200
26.157560348510742,26.403494536160274,26.088699076181502,26.265771991501797,33417000
26.452680587768555,26.806826417935348,26.128047535558643,26.275607672685158,43951000
26.688777923583984,27.121622630660276,26.501869286986786,26.570730561136173,35030000
26.42317008972168,26.698615182877205,25.8034148774638,26.61007872398322,35430700
26.285446166992188,26.610079230337803,26.255935264351955,26.433008185509383,32836900
26.36414337158203,26.37398096395124,25.931300565310103,26.216583238701652,28359600
25.980487823486328,26.433007711250575,25.842765276758893,26.373982154371124,25856900
25.793577194213867,26.21658430159537,25.783739601445813,26.088699348268594,35949700
26.059186935424805,26.137885802343963,25.53780576937975,25.646017415016967,29981100
