Date,Close,High,Low,Open,Volume
2024-09-27,47.52000045776367,48.939998626708984,47.48500061035156,48.79999923706055,2632600
2024-09-30,48.119998931884766,48.689998626708984,47.290000915527344,47.75,4418100
2024-10-01,46.7400016784668,48.04999923706055,46.380001068115234,48.0099983215332,3152600
2024-10-02,45.650001525878906,46.38999938964844,45.31999969482422,46.0,3380600
2024-10-03,45.72999954223633,46.04999923706055,45.310001373291016,45.5,2690500
2024-10-04,47.599998474121094,47.970001220703125,46.11000061035156,46.43000030517578,2228500
2024-10-07,47.779998779296875,48.09000015258789,46.849998474121094,47.36000061035156,2153400
2024-10-08,47.2599983215332,48.689998626708984,47.189998626708984,48.02000045776367,1868800
2024-10-09,47.93000030517578,48.2599983215332,47.56999969482422,47.7599983215332,1715300
2024-10-10,50.61000061035156,50.65999984741211,47.25,47.43000030517578,5040100
2024-10-11,50.5,51.529998779296875,50.404998779296875,50.9900016784668,2466100
2024-10-14,50.4900016784668,50.88999938964844,49.439998626708984,50.88999938964844,1933300
2024-10-15,50.27000045776367,51.06999969482422,50.099998474121094,50.43000030517578,1786200
2024-10-16,49.5,50.20800018310547,48.310001373291016,50.11000061035156,1951900
2024-10-17,49.16999816894531,50.08399963378906,48.83000183105469,49.88999938964844,1280200
2024-10-18,50.0,50.65999984741211,49.040000915527344,49.2400016784668,1520000
2024-10-21,49.13999938964844,50.790000915527344,48.90999984741211,49.68000030517578,1641800
2024-10-22,46.63999938964844,48.470001220703125,46.459999084472656,48.189998626708984,3528100
2024-10-23,47.27000045776367,47.290000915527344,46.060001373291016,46.5,2041300
2024-10-24,48.27000045776367,48.69499969482422,47.779998779296875,48.09000015258789,1577000
2024-10-25,47.689998626708984,48.79800033569336,47.65999984741211,48.33000183105469,1689200
2024-10-28,47.59000015258789,48.25,47.459999084472656,48.25,1304700
2024-10-29,48.58000183105469,48.93000030517578,47.301998138427734,47.650001525878906,1275500
2024-10-30,49.349998474121094,49.77000045776367,48.369998931884766,48.5099983215332,1821800
2024-10-31,47.790000915527344,49.11000061035156,47.66999816894531,48.63999938964844,1901400
2024-11-01,46.220001220703125,48.0,45.97999954223633,48.0,2979500
2024-11-04,46.65999984741211,47.2599983215332,45.7599983215332,45.97999954223633,1591000
2024-11-05,48.2400016784668,48.5099983215332,46.11000061035156,46.560001373291016,2133000
2024-11-06,50.2599983215332,50.29999923706055,48.775001525878906,49.5,4709100
2024-11-07,51.77000045776367,51.83000183105469,50.29999923706055,50.599998474121094,2374900
2024-11-08,52.720001220703125,52.810001373291016,51.41999816894531,52.22999954223633,2127400
2024-11-11,52.52000045776367,53.68000030517578,52.5,53.2400016784668,2111000
2024-11-12,52.34000015258789,53.619998931884766,51.900001525878906,52.09000015258789,2404000
2024-11-13,52.86000061035156,53.97999954223633,52.52000045776367,52.939998626708984,3576700
2024-11-14,50.90999984741211,53.43000030517578,50.71500015258789,52.85499954223633,2428800
2024-11-15,49.5099983215332,50.53499984741211,49.0,50.53499984741211,2263200
2024-11-18,49.4900016784668,50.27000045776367,49.29999923706055,49.849998474121094,1924600
2024-11-19,52.22999954223633,52.2599983215332,48.612998962402344,49.0,3359100
2024-11-20,52.630001068115234,53.16999816894531,51.2400016784668,52.650001525878906,2053800
2024-11-21,54.880001068115234,55.38999938964844,52.93000030517578,53.0099983215332,2854400
2024-11-22,56.349998474121094,56.7599983215332,54.77000045776367,55.25,3269100
2024-11-25,55.5,57.5099983215332,55.09000015258789,57.04999923706055,3673600
2024-11-26,55.38999938964844,55.88999938964844,54.43000030517578,55.5,1822600
2024-11-27,53.7400016784668,55.25,53.02000045776367,54.880001068115234,2037800
2024-11-29,53.4900016784668,54.43000030517578,53.16999816894531,54.16999816894531,1046700
2024-12-02,53.650001525878906,55.27000045776367,53.369998931884766,54.5099983215332,2322200
2024-12-03,54.630001068115234,54.66999816894531,52.400001525878906,52.970001220703125,2726800
2024-12-04,55.84000015258789,56.779998779296875,54.75,55.91999816894531,3716900
2024-12-05,55.130001068115234,56.20000076293945,54.869998931884766,55.61000061035156,4681300
2024-12-06,52.27000045776367,54.43000030517578,51.619998931884766,52.529998779296875,10742300
2024-12-09,50.130001068115234,51.93000030517578,49.79999923706055,51.70000076293945,5900400
2024-12-10,45.43000030517578,48.25,45.0,47.720001220703125,9690800
2024-12-11,46.400001525878906,46.529998779296875,44.59000015258789,45.209999084472656,4566200
2024-12-12,46.43000030517578,46.59000015258789,45.689998626708984,45.720001220703125,3304200
2024-12-13,46.08000183105469,46.38999938964844,45.0,46.220001220703125,3923100
2024-12-16,47.15999984741211,47.31999969482422,44.88100051879883,46.16999816894531,4956500
2024-12-17,46.779998779296875,47.81999969482422,46.375,46.880001068115234,5800900
2024-12-18,43.63999938964844,46.90299987792969,43.310001373291016,46.720001220703125,3496600
2024-12-19,42.66999816894531,44.060001373291016,42.470001220703125,44.02000045776367,3936700
2024-12-20,44.31999969482422,44.422000885009766,42.0,42.38999938964844,5983400
2024-12-23,45.630001068115234,45.779998779296875,44.31999969482422,44.880001068115234,3833800
2024-12-24,45.54999923706055,45.86000061035156,45.08000183105469,45.5,1368300
2024-12-26,45.560001373291016,45.709999084472656,44.78499984741211,45.630001068115234,1524300
2024-12-27,44.41999816894531,45.310001373291016,43.72999954223633,45.310001373291016,1790000
2024-12-30,43.90999984741211,44.31999969482422,43.16999816894531,43.59000015258789,2039300
