date,stock_ticker,issuerTradingSymbol,price,insider_name,insider_cik,relationship,transaction_type,shares,value,shares_total,xml_link
2025-02-19,META,META,700.5481,Zuckerberg Mark,1548760,,Sale,1124,787416.06,18544,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002202/dp225111_4-zuckerberg.xml
2025-02-19,META,META,701.5243,Zuckerberg Mark,1548760,,Sale,2139,1500560.48,16405,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002202/dp225111_4-zuckerberg.xml
2025-02-19,META,META,702.5037,Zuckerberg Mark,1548760,,Sale,6248,4389243.12,10157,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002202/dp225111_4-zuckerberg.xml
2025-02-19,META,META,703.6653,Zuckerberg Mark,1548760,,Sale,4183,2943431.95,5974,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002202/dp225111_4-zuckerberg.xml
2025-02-19,META,META,704.537,Zuckerberg Mark,1548760,,Sale,4582,3228188.53,1392,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002202/dp225111_4-zuckerberg.xml
2025-02-19,META,META,705.3784,Zuckerberg Mark,1548760,,Sale,1292,911348.89,100,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002202/dp225111_4-zuckerberg.xml
2025-02-19,META,META,706.28,Zuckerberg Mark,1548760,,Sale,100,70628.0,0,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002202/dp225111_4-zuckerberg.xml
2025-02-18,META,META,707.2662,Zuckerberg Mark,1548760,,Sale,569,402434.47,19099,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,708.157,Zuckerberg Mark,1548760,,Sale,2191,1551571.99,16908,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,709.1169,Zuckerberg Mark,1548760,,Sale,1562,1107640.6,15346,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,710.1818,Zuckerberg Mark,1548760,,Sale,728,517012.35,14618,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,711.2543,Zuckerberg Mark,1548760,,Sale,614,436710.14,14004,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,712.5322,Zuckerberg Mark,1548760,,Sale,611,435357.17,13393,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,713.597,Zuckerberg Mark,1548760,,Sale,299,213365.5,13094,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,714.8953,Zuckerberg Mark,1548760,,Sale,490,350298.7,12604,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,716.0533,Zuckerberg Mark,1548760,,Sale,2202,1576749.37,10402,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,717.2222,Zuckerberg Mark,1548760,,Sale,2074,1487518.84,8328,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,718.1319,Zuckerberg Mark,1548760,,Sale,1942,1394612.15,6386,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
