Date,Close,High,Low,Open,Volume
2024-09-26,872.0479736328125,919.666811704569,866.320087217545,913.2204804155232,101400
2024-09-27,885.2000122070312,893.2229509620907,874.8519944099045,879.4322326318178,62900
2024-09-30,882.864990234375,897.1846153007052,869.054354992763,890.5386955096797,107000
2024-10-01,912.4022216796876,915.1364049198352,866.5994754140879,871.5689015686395,96600
2024-10-02,928.0390625,929.1367069348204,915.0766016313996,922.800188695456,58300
2024-10-03,968.4033203125,972.9336767375784,925.9534366062044,930.972805732262,111400
2024-10-04,979.2901611328124,988.7401228730904,966.3576055533322,975.4483448650756,100500
2024-10-07,983.4813232421876,993.599848511859,978.3522016472092,980.9167624446984,94900
2024-10-08,968.8024291992188,973.9315505479811,950.0023911626944,973.9315505479811,74300
2024-10-09,978.07275390625,978.6215760884515,954.3930044128904,958.2547976971728,59300
2024-10-10,1000.0760498046876,1003.8679842838434,974.3806217775416,977.9629793835902,104300
2024-10-11,1056.177001953125,1067.9619104324522,1001.8722869308468,1001.8722869308468,175200
2024-10-14,1063.9302978515625,1074.028966836742,1048.303574781111,1056.176867624123,111700
2024-10-15,1034.4730224609375,1046.6271410941847,1020.6723154151651,1044.3121114821977,94600
2024-10-16,1045.739013671875,1058.5917218900324,1039.602144849732,1046.7269058145423,77200
2024-10-17,1063.7608642578125,1074.9670456710742,1049.1618639078192,1049.1618639078192,65100
2024-10-18,1056.2867431640625,1061.5156285671117,1048.5831329823632,1061.5156285671117,79500
2024-10-21,1072.2926025390625,1081.2137192753469,1057.7535344410696,1067.4828711965415,83400
2024-10-22,1089.416259765625,1093.4277596055751,1070.047361579941,1081.2137097770865,69900
2024-10-23,1081.9620361328125,1088.6079550792526,1064.1199260163892,1081.383309233226,59400
2024-10-24,1087.6600341796875,1091.8611949008612,1081.832444801577,1086.4925916805798,38800
2024-10-25,1095.6829833984375,1104.5241916720656,1086.043421850187,1097.5889696187633,55600
2024-10-28,1087.9993896484375,1090.015006387301,1065.4073554605643,1073.500153507331,46300
2024-10-29,1106.5499267578125,1106.5499267578125,1085.5046570130285,1089.5559892916303,48800
2024-10-30,1151.1851806640625,1155.1767036854528,1114.5430285624882,1114.5430285624882,100300
2024-10-31,1163.5289306640625,1171.6117402111558,1141.4558137987149,1157.5416462867174,90100
2024-11-01,1170.134765625,1187.3881604931505,1153.7096896293674,1161.133862959105,112300
2024-11-04,1205.0206298828125,1237.421906046781,1170.454030742507,1172.2103103708164,140100
2024-11-05,1240.515380859375,1246.293027114173,1206.208238508434,1206.208238508434,95300
2024-11-06,1326.8021240234375,1357.1776757031878,1284.6516532366632,1304.2800103478053,205200
2024-11-07,1332.4801025390625,1334.6154599892454,1241.43335768981,1251.9310818801566,191000
2024-11-08,1371.14794921875,1414.7153308462366,1336.1621950374458,1336.1621950374458,164200
2024-11-11,1396.9132080078125,1398.5097927298532,1350.481790838427,1376.3069476504454,95500
2024-11-12,1403.7786865234375,1418.2080027046711,1382.1345904399757,1403.0702301944202,94000
2024-11-13,1363.524169921875,1412.7296031742223,1354.1938880646096,1404.5270531754686,94500
2024-11-14,1358.3150634765625,1372.0658877790313,1323.548936469287,1372.0658877790313,101200
2024-11-15,1357.057861328125,1360.4008592225246,1336.9306849658078,1344.734058676387,63200
2024-11-18,1395.78564453125,1404.706639618145,1365.3802485014307,1374.081739066689,83400
2024-11-19,1417.1202392578125,1418.6470258729844,1383.7610358395632,1383.7610358395632,79500
2024-11-20,1447.62548828125,1453.742501868022,1411.492266976286,1411.492266976286,95000
2024-11-21,1512.3182373046875,1522.8059736975977,1439.602672163986,1455.6984934809732,199800
2024-11-22,1726.3336181640625,1745.7323605829924,1583.4769824519751,1605.580064411022,735700
2024-11-25,1610.5794677734375,1765.3906959164633,1556.454427746352,1732.4106896887758,4569700
2024-11-26,1568.4388427734375,1615.139582737797,1530.140179676409,1611.3776751192952,319600
2024-11-27,1633.22119140625,1651.023469566819,1534.0617979808324,1569.6162897341812,422300
2024-11-29,1596.6988525390625,1688.923028223733,1589.6339012238088,1672.3382563048528,136800
2024-12-02,1498.6688232421875,1609.154869353478,1477.3427704489843,1601.912993027748,230200
2024-12-03,1568.1708984375,1572.346146335196,1512.26352188739,1512.26352188739,209700
2024-12-04,1386.3648681640625,1563.2464046770751,1335.971324642309,1563.2464046770751,322500
