,Unnamed: 0,Date,Close,High,Low,Open,Volume
0,0,2024-09-25,38.78808975219727,38.94620665517201,38.4817366033943,38.78808975219727,28866000
1,1,2024-09-26,39.05491638183594,39.25256347147228,38.64974154449355,38.92644520810162,39601400
2,2,2024-09-27,38.93632888793945,39.43044471763511,38.8869142891262,39.18338680278728,27861100
3,3,2024-09-30,39.213035583496094,39.32174167761776,38.56080278857101,38.76833054836424,35055200
4,4,2024-10-01,38.75844955444336,39.09444849254703,38.481742107307774,39.0450338903338,26291200
5,5,2024-10-02,38.76832580566406,39.07467896345623,38.59044381337241,38.78809089034141,23302700
6,6,2024-10-03,38.78808975219727,38.80785483629465,38.27420887507826,38.52126677158907,26030200
7,7,2024-10-04,39.63797378540039,39.77632561916787,39.15373859740948,39.460091779183706,34209900
8,8,2024-10-07,39.4897346496582,39.96408537511243,39.24267674453802,39.7367925547784,27177500
9,9,2024-10-08,39.46009063720703,39.677502809581,39.34150389309606,39.578677381318,26023600
10,10,2024-10-09,39.7170295715332,39.91467666004832,39.25256324879804,39.40079573783088,27421000
11,11,2024-10-10,39.4996223449707,39.65773926653732,39.30197525056125,39.53914874800878,26182300
12,12,2024-10-11,41.45631790161133,41.67372629815577,39.92455961912746,40.02338127484725,50660700
13,13,2024-10-14,41.41679000854492,41.683613017424015,41.2290273444321,41.46620083912148,28098900
14,14,2024-10-15,41.644081115722656,42.84972493470956,41.555140116456336,42.72125376470164,61490000
15,15,2024-10-16,42.29631423950195,42.59278298315876,41.65396592321297,41.713257410061566,42437800
16,16,2024-10-17,42.09866714477539,42.49396131610284,41.97019974342789,42.32596374366167,31708600
17,17,2024-10-18,41.821964263916016,42.14808252679218,41.61443651652464,41.9306703515414,30593500
18,18,2024-10-21,41.268550872802734,41.91090293497466,41.2487895577922,41.75278602625912,26589500
19,19,2024-10-22,41.80219650268555,41.91090258335381,41.080787877110495,41.15984821570721,37104400
20,20,2024-10-23,41.84172821044922,41.97019938049037,41.52549438404373,41.70337638262239,28569400
21,21,2024-10-24,42.1480827331543,42.15796339125741,41.476084888002326,41.821964468681415,28392000
22,22,2024-10-25,41.39702224731445,42.47419487141833,41.298200592547104,42.41489961667522,27466900
23,23,2024-10-28,42.118431091308594,42.246902258986445,41.515609192748485,41.57490444778546,24527600
24,24,2024-10-29,42.02949142456055,42.30619885369079,41.97019993745056,42.08878668147516,22313500
25,25,2024-10-30,41.81208419799805,42.39514104640575,41.14996700481418,41.219142921590965,38100500
26,26,2024-10-31,41.32785034179688,42.04925904699247,41.308085254966265,41.79232045780419,28138200
27,27,2024-11-01,41.268550872802734,41.930668019789664,41.25867021529746,41.65396437198857,31220000
28,28,2024-11-04,40.8436164855957,41.52549497667562,40.62620431316242,41.12032014519834,31110100
29,29,2024-11-05,41.38714218139648,41.515609580469615,40.89302636088728,41.02149375996041,30851400
30,30,2024-11-06,44.8755989074707,45.01395073478329,43.48219243698672,44.27277700006193,110086700
31,31,2024-11-07,44.24313354492188,44.6977192209722,43.98619119250752,44.509956555596126,48339700
32,32,2024-11-08,44.59889602661133,44.96454068653899,44.42101402560768,44.6087766845317,38331800
33,33,2024-11-11,45.537715911865234,45.97253647758799,45.04360009044207,45.06336140587099,43293500
34,34,2024-11-12,45.32030487060547,45.903361705169736,45.30053978488071,45.59700853114287,38155900
35,35,2024-11-13,45.33018493652344,45.933006848939215,45.29065853539479,45.65630319201575,36903900
36,36,2024-11-14,45.35983276367188,45.616771325578725,45.191831428352266,45.4092435905996,35733100
37,37,2024-11-15,46.1998291015625,46.28877009982293,45.08312629447145,45.08312629447145,40488900
38,38,2024-11-18,46.17018508911133,46.46665383782232,45.94289225610608,46.19983083304102,32371800
39,39,2024-11-19,45.86383056640625,46.071358307432334,45.40924491373829,45.44877508435408,28534100
40,40,2024-11-20,45.51795196533203,46.09112437222331,45.37959636523655,46.02194845707789,28021000
41,41,2024-11-21,45.91324234008789,46.49629917435954,45.75512542417378,45.844066424988256,45336500
42,42,2024-11-22,46.4468879699707,46.664300141274,45.73535996919964,45.82430096929602,37996200
43,43,2024-11-25,46.94100570678711,47.17818297328287,46.60500677830424,46.70382844029135,42718600
44,44,2024-11-26,47.18806076049805,47.27700175879693,46.654414770704776,46.95088350843286,30301500
45,45,2024-11-27,47.20782470703125,47.41535244145502,47.08923796876116,47.25723553382675,23278400
