,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Close,High,Low,Open,Volume
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,2024-12-02,160.43055725097656,161.16242976652657,158.35358828807065,160.50966636773904,6229600
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2024-12-03,160.14373779296875,161.4096950014981,159.61955309372144,161.19210719146335,5900100
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,2024-12-04,156.58323669433594,160.06461142520314,156.12827625455435,160.0547265581166,7862700
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2024-12-05,157.5821533203125,158.90744991191136,156.94917471750406,157.5425836687243,6358400
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2024-12-06,153.53701782226562,157.08763178908137,153.46777848056297,157.0085075805925,9701700
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,2024-12-09,155.35684204101562,158.32393219055817,155.0996996609596,155.2777178260597,9404500
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2024-12-10,155.2777099609375,157.77006978590256,154.98099794273213,157.31510934580095,9126200
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2024-12-11,154.4963836669922,155.44584402027454,154.09087774314858,155.13924713345628,13764700
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2024-12-12,153.01283264160156,154.81285933174115,152.57765704204704,154.16009593240938,7621500
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2024-12-13,152.18203735351562,153.26009149523014,151.3908254470019,153.17106732805755,5816200
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,2024-12-16,147.72152709960938,152.20183196505218,147.61273319175842,152.20183196505218,11961200
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,2024-12-17,146.4852294921875,147.01929903588768,145.29839654620952,146.37643559180788,11909300
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,2024-12-18,142.49945068359375,147.03909496785792,142.400541642541,146.13907400504104,10174500
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2024-12-19,139.60157775878906,143.17197664442318,139.40377477806751,142.98407362214775,16544300
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2024-12-20,141.28294372558594,141.28294372558594,139.0081716720608,139.27521400179037,32209200
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,2024-12-23,141.40162658691406,141.77746283285288,139.98730577657642,140.91699643248774,8156500
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,2024-12-24,142.26206970214844,142.45987268126012,140.6994005117863,141.53019717029525,3556100
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2024-12-26,142.40054321289062,142.7269249422828,141.3323889416255,142.09394631020731,4492600
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2024-12-27,142.42031860351562,144.11156652714837,141.8170097057753,142.70713066048725,5296500
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2024-12-30,141.5005340576172,142.40053991813457,140.7884312265832,142.2126217972505,6194800
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2024-12-31,143.2510986328125,143.74561362264524,141.74778392952885,141.945586907182,6137800
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,2025-01-02,145.10060119628906,146.44568263012886,143.88408340318216,143.88408340318216,7170300
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,2025-01-03,146.22808837890625,146.87095182846417,145.68411887237272,145.92147640875112,5809000
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2025-01-06,145.64454650878906,148.6808757305299,145.25882542796003,146.77204005978152,5888700
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,2025-01-07,147.94898986816406,148.84901076448995,146.01049957450803,146.88083568759046,7736000
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,2025-01-08,148.65121459960938,149.52155075257068,146.40611223503112,146.41599710229872,7640900
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2025-01-10,151.46005249023438,152.64688546328694,149.2149501810383,151.72709481387622,11074700
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,2025-01-13,153.64581298828125,155.62387294260014,152.31061648255607,152.40952551683193,11774100
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,2025-01-14,155.17880249023438,155.18870244882788,152.76558194326697,153.50735445056523,6830200
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2025-01-15,156.59312438964844,156.94917579939505,154.66451887493776,155.15903388339692,7900000
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,2025-01-16,157.63160705566406,158.1458917925522,156.29641051210396,156.29641051210396,5578900
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2025-01-17,159.69866943359375,159.9953814409607,157.05796124168702,157.38434294065073,9260400
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,2025-01-21,156.50411987304688,159.62944334816547,155.76234733873125,159.38218583672693,10131400
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2025-01-22,154.69418334960938,156.7019130089119,154.55571975556782,155.95024056291498,7232200
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2025-01-23,154.29856872558594,156.2074045208476,153.91284761959636,155.90080762780468,5979800
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2025-01-24,153.94252014160156,155.74256206356102,153.5666989874502,154.74364715313126,8003800
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,2025-01-27,155.50518798828125,156.1579514325233,153.81395508167307,154.61506699442438,7141000
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,2025-01-28,154.4963836669922,157.1766465284165,153.47766887811187,155.97992867397102,6425400
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,2025-01-29,153.98208618164062,154.86232229551717,153.11173493505692,154.01175587491957,5630600
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,2025-01-30,154.6051788330078,155.72277248523457,153.8139518045479,154.84253637756552,6931900
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2025-01-31,147.5533905029297,152.67655874198144,147.01930584310088,152.07324982856025,16731600
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2025-02-03,147.7017364501953,149.2050662744859,146.17863689172995,147.36546987242247,7605000
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,2025-02-04,151.5391845703125,151.70731786684806,147.08854937168633,147.08854937168633,8458100
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2025-02-05,151.31170654296875,152.11281843581023,150.61937346339684,151.31170654296875,6533700
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,2025-02-06,150.23365783691406,153.5567993926101,149.40287622084026,152.5282147857665,6420500
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,2025-02-07,150.9457550048828,152.12270312912955,150.25343701750245,150.80729140740672,4724900
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,2025-02-10,154.0612030029297,154.0908726947852,152.3699551101668,152.5974277781923,5653800
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,2025-02-11,155.712890625,156.9689629910087,154.40736373911997,154.63485151224796,6011800
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,2025-02-12,153.20074462890625,155.74255903359352,152.87437800152975,155.03045620924382,6693500
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2025-02-13,154.1699981689453,154.70406771812787,151.6380838338283,153.08205915398105,7836400
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,2025-02-14,155.33999633789062,157.4499969482422,154.8800048828125,155.0800018310547,5828800
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2025-02-18,156.16000366210938,157.30999755859375,154.77999877929688,155.33999633789062,5981500
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2025-02-19,157.22999572753906,158.36000061035156,156.0,156.52000427246094,4945800
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2025-02-20,158.7899932861328,158.9499969482422,157.07000732421875,157.5,6256200
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2025-02-21,156.9199981689453,158.9499969482422,156.82000732421875,158.1300048828125,6689800
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,2025-02-24,157.88999938964844,158.3300018310547,156.75,157.08999633789062,5925000
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2025-02-25,156.4199981689453,158.99000549316406,155.4600067138672,157.99000549316406,6810900
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,2025-02-26,155.13999938964844,156.69000244140625,154.39999389648438,156.6199951171875,6005200
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2025-02-27,156.6699981689453,158.2899932861328,154.80999755859375,155.69000244140625,7517200
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,2025-02-28,158.6199951171875,158.6699981689453,154.9199981689453,156.6999969482422,8828500
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,2025-03-03,153.08999633789062,160.08999633789062,151.75999450683594,159.4600067138672,9059800
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,2025-03-04,152.0,154.14999389648438,150.0500030517578,151.2100067138672,8826300
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,2025-03-05,150.80999755859375,151.3699951171875,147.74000549316406,150.14999389648438,9288300
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,2025-03-06,152.9499969482422,153.3300018310547,149.47000122070312,150.50999450683594,7314700
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,2025-03-07,156.33999633789062,157.4499969482422,153.7100067138672,153.9499969482422,8562600
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2025-03-10,157.57000732421875,160.3699951171875,156.1699981689453,157.19000244140625,11750300
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2025-03-11,154.0800018310547,158.83999633789062,153.7899932861328,158.42999267578125,10466300
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,2025-03-12,152.6699981689453,154.7899932861328,152.22000122070312,153.63999938964844,9710200
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,2025-03-13,153.61000061035156,154.42999267578125,151.9199981689453,152.25999450683594,9022800
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,2025-03-14,157.02000427246094,157.24000549316406,153.00999450683594,153.99000549316406,6671500
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,2025-03-17,158.72000122070312,159.4499969482422,156.75999450683594,157.22000122070312,7615200
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,2025-03-18,160.80999755859375,161.08999633789062,158.82000732421875,159.74000549316406,9289500
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,2025-03-19,164.0500030517578,164.5399932861328,160.89999389648438,160.97000122070312,11503900
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2025-03-20,164.77000427246094,165.30999755859375,162.41000366210938,163.1300048828125,9545900
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2025-03-21,164.75,164.88999938964844,163.11000061035156,164.49000549316406,21589300
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,2025-03-24,165.5,166.1699981689453,164.41799926757812,164.69000244140625,1228163
