,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Close,High,Low,Open,Volume
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2024-10-28,40.88999938964844,41.709999084472656,40.43000030517578,41.61000061035156,893900
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2024-10-29,41.220001220703125,41.28499984741211,40.5,40.54999923706055,799200
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2024-10-30,40.95000076293945,41.470001220703125,40.86000061035156,41.150001525878906,852100
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2024-10-31,39.58000183105469,41.0,39.560001373291016,40.7599983215332,893100
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2024-11-01,40.83000183105469,41.36000061035156,39.70000076293945,40.0099983215332,1461000
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2024-11-04,35.33000183105469,38.5099983215332,35.119998931884766,38.29999923706055,3442700
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2024-11-05,35.849998474121094,35.95000076293945,34.599998474121094,35.369998931884766,1830000
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2024-11-06,38.81999969482422,38.84000015258789,36.584999084472656,36.95000076293945,2229500
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2024-11-07,38.77000045776367,39.810001373291016,38.20000076293945,39.29999923706055,1162400
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2024-11-08,38.5,38.77000045776367,37.86000061035156,38.45000076293945,1024900
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2024-11-11,39.38999938964844,39.63999938964844,37.38999938964844,38.77999877929688,1179700
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2024-11-12,38.38999938964844,39.52000045776367,38.15999984741211,38.90999984741211,738500
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2024-11-13,38.060001373291016,40.22999954223633,38.02999877929688,38.54999923706055,1155900
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2024-11-14,38.34999847412109,39.07500076293945,38.02000045776367,38.29999923706055,743900
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2024-11-15,36.84999847412109,38.34000015258789,36.220001220703125,38.34000015258789,1261400
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2024-11-18,36.40999984741211,37.22999954223633,36.26499938964844,36.84999847412109,699500
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2024-11-19,38.02000045776367,38.119998931884766,35.709999084472656,35.97999954223633,948100
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2024-11-20,37.52999877929688,38.25,36.880001068115234,38.25,561200
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2024-11-21,38.869998931884766,39.470001220703125,37.61000061035156,38.0099983215332,762300
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2024-11-22,39.59999847412109,39.86000061035156,39.18000030517578,39.18000030517578,985900
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2024-11-25,39.52000045776367,41.08000183105469,39.29999923706055,40.0,1364700
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2024-11-26,38.709999084472656,39.38999938964844,38.59999847412109,39.290000915527344,597400
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2024-11-27,37.880001068115234,38.95000076293945,37.650001525878906,38.77000045776367,529200
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2024-11-29,38.08000183105469,38.52999877929688,37.86000061035156,38.040000915527344,301600
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2024-12-02,39.2599983215332,40.34999847412109,38.20000076293945,38.25,891700
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,2024-12-03,38.88999938964844,39.16999816894531,38.18999862670898,39.0,707100
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2024-12-04,39.95000076293945,40.76499938964844,39.43999862670898,39.5,725700
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,2024-12-05,39.540000915527344,40.220001220703125,39.43999862670898,39.97999954223633,548700
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2024-12-06,40.16999816894531,41.09000015258789,39.84000015258789,40.18999862670898,545700
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2024-12-09,39.02999877929688,41.369998931884766,38.970001220703125,40.619998931884766,674200
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,2024-12-10,38.290000915527344,39.43999862670898,37.970001220703125,39.060001373291016,829400
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2024-12-11,38.40999984741211,39.54999923706055,38.130001068115234,38.68000030517578,689000
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2024-12-12,39.369998931884766,39.38999938964844,38.0099983215332,38.150001525878906,475000
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2024-12-13,38.130001068115234,39.5,37.81999969482422,39.34999847412109,591300
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2024-12-16,37.77000045776367,38.630001068115234,37.6349983215332,38.13999938964844,614300
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,2024-12-17,37.7599983215332,38.54999923706055,37.15800094604492,37.5,915400
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,2024-12-18,34.790000915527344,38.18000030517578,34.63999938964844,38.18000030517578,1098600
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,2024-12-19,35.45000076293945,36.005001068115234,34.58000183105469,35.720001220703125,974800
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2024-12-20,35.70000076293945,36.43399810791016,34.53900146484375,34.61000061035156,1713300
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2024-12-23,35.68000030517578,36.13999938964844,35.32699966430664,35.70000076293945,633700
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,2024-12-24,35.58000183105469,35.80699920654297,35.349998474121094,35.68000030517578,231400
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,2024-12-26,35.93000030517578,36.2599983215332,35.20899963378906,35.349998474121094,408600
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2024-12-27,34.91999816894531,35.75,34.564998626708984,35.75,747500
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2024-12-30,34.16999816894531,34.4900016784668,33.59000015258789,34.15999984741211,613800
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2024-12-31,34.06999969482422,34.7599983215332,33.9900016784668,34.43000030517578,526900
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2025-01-02,34.2599983215332,34.83000183105469,33.79999923706055,34.68000030517578,544500
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,2025-01-03,35.720001220703125,35.999000549316406,34.20000076293945,34.5,668600
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,2025-01-06,35.599998474121094,36.63899993896485,35.439998626708984,36.06999969482422,569700
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2025-01-07,34.93000030517578,36.20000076293945,34.60699844360352,35.959999084472656,1131600
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,2025-01-08,34.47999954223633,35.16999816894531,34.0099983215332,34.29999923706055,717200
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,2025-01-10,34.02000045776367,34.220001220703125,32.900001525878906,33.72999954223633,809100
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2025-01-13,33.47999954223633,33.88999938964844,33.084999084472656,33.349998474121094,724300
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,2025-01-14,33.560001373291016,34.220001220703125,32.9900016784668,33.79999923706055,976900
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,2025-01-15,34.2400016784668,34.97999954223633,33.91999816894531,34.56999969482422,787300
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2025-01-16,35.27000045776367,37.0,35.11000061035156,35.849998474121094,1097900
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,2025-01-17,36.130001068115234,36.34999847412109,34.90999984741211,35.70000076293945,1010600
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2025-01-21,37.2599983215332,37.4900016784668,36.37300109863281,36.79999923706055,954400
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,2025-01-22,38.27000045776367,38.72499847412109,37.23500061035156,37.5,1157000
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2025-01-23,38.72999954223633,38.7599983215332,37.34999847412109,37.90999984741211,941200
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2025-01-24,40.18000030517578,41.84999847412109,39.119998931884766,40.0,1914000
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,2025-01-27,40.13999938964844,41.880001068115234,38.59000015258789,39.40999984741211,1883600
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,2025-01-28,41.970001220703125,42.81499862670898,39.619998931884766,40.5,1705400
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,2025-01-29,41.810001373291016,42.22999954223633,40.43000030517578,41.869998931884766,888200
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,2025-01-30,41.70000076293945,42.44599914550781,41.34999847412109,42.040000915527344,1425400
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,2025-01-31,41.47999954223633,42.650001525878906,40.86100006103516,42.060001373291016,1243000
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,2025-02-03,40.2400016784668,40.81999969482422,38.650001525878906,40.06999969482422,1615100
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2025-02-04,40.81999969482422,41.20500183105469,40.31999969482422,40.58000183105469,922500
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,2025-02-05,42.95000076293945,43.22999954223633,40.83000183105469,40.83000183105469,1744300
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2025-02-06,43.9900016784668,44.0,42.65499877929688,43.2599983215332,1104300
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,2025-02-07,44.77999877929688,45.79999923706055,43.810001373291016,44.0,1650000
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,2025-02-10,45.93000030517578,46.15999984741211,45.02000045776367,45.45000076293945,986000
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,2025-02-11,45.2400016784668,46.459999084472656,44.70000076293945,45.25,841800
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,2025-02-12,45.310001373291016,45.79899978637695,44.20000076293945,44.52000045776367,777100
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,2025-02-13,45.84000015258789,45.900001525878906,44.43999862670898,45.41999816894531,897500
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2025-02-14,44.5099983215332,45.65999984741211,44.34000015258789,45.65999984741211,886600
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,2025-02-18,46.68999862670898,47.02000045776367,44.44499969482422,44.56999969482422,1362100
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2025-02-19,44.27000045776367,46.47999954223633,44.209999084472656,46.08000183105469,1234100
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2025-02-20,43.040000915527344,44.33000183105469,41.869998931884766,43.88999938964844,1429200
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2025-02-21,39.29999923706055,43.79999923706055,39.2599983215332,43.45000076293945,1845900
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2025-02-24,37.16999816894531,39.55500030517578,36.24399948120117,39.310001373291016,3886300
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,2025-02-25,40.83000183105469,45.0,40.400001525878906,45.0,4218100
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2025-02-26,43.93999862670898,44.0099983215332,39.720001220703125,41.40999984741211,2405400
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,2025-02-27,42.709999084472656,46.09999847412109,42.65999984741211,44.0,2420000
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2025-02-28,42.84999847412109,43.72999954223633,41.15999984741211,42.36000061035156,1198200
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,2025-03-03,40.34999847412109,43.244998931884766,39.95000076293945,43.220001220703125,1603000
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,2025-03-04,40.41999816894531,40.84999847412109,38.22999954223633,39.459999084472656,1656300
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,2025-03-05,41.540000915527344,41.72999954223633,40.06999969482422,40.619998931884766,910900
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,2025-03-06,40.119998931884766,41.58000183105469,39.84000015258789,40.81999969482422,961700
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,2025-03-07,39.88999938964844,40.45000076293945,38.18000030517578,39.78499984741211,929100
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,2025-03-10,36.95000076293945,38.93999862670898,35.67499923706055,38.61000061035156,1471800
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2025-03-11,36.27000045776367,37.470001220703125,35.5099983215332,36.380001068115234,1177100
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2025-03-12,36.09999847412109,37.84999847412109,35.880001068115234,37.2599983215332,1282200
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,2025-03-13,35.31999969482422,36.16999816894531,35.02000045776367,35.970001220703125,1071000
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,2025-03-14,36.15999984741211,36.81499862670898,35.79999923706055,35.79999923706055,1183800
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,2025-03-17,36.869998931884766,37.33000183105469,35.810001373291016,35.810001373291016,1021000
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,2025-03-18,35.79999923706055,36.72499847412109,35.54999923706055,36.630001068115234,917500
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,2025-03-19,36.400001525878906,37.040000915527344,35.79999923706055,35.88999938964844,733600
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,2025-03-20,36.54999923706055,37.13999938964844,35.810001373291016,35.810001373291016,867800
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2025-03-21,36.88999938964844,37.09999847412109,35.709999084472656,35.93000030517578,1554300
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2025-03-24,37.755001068115234,38.02000045776367,37.335899353027344,37.5,509594
