,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Close,High,Low,Open,Volume
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,2025-03-03,654.4677124023438,680.6444353602695,650.2614937084818,673.0811570323929,10843800
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,2025-03-04,639.4310913085938,649.1724243402481,623.0956495401799,644.9362031172728,21495200
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,2025-03-05,655.886474609375,658.9138106981253,637.09319610967,640.4302542191028,13770000
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,2025-03-06,627.371826171875,649.9817152601623,623.5552144493282,647.4239932814962,13446500
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,2025-03-07,625.1038208007812,634.2257099756501,600.0761000698269,624.8141005363861,21375700
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,2025-03-10,597.4584350585938,609.5676566741505,586.3483245399041,607.5294919896663,21999900
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2025-03-11,605.171630859375,614.3834063038594,592.8026300616355,594.5210719524441,17401500
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2025-03-12,619.00927734375,632.7670568528157,608.8083309497569,629.3401130606143,15747000
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,2025-03-13,590.114990234375,619.9484328172048,585.988656544404,619.6986550441117,16480300
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,2025-03-14,607.5999755859375,608.8599853515625,594.780029296875,602.7999877929688,12364500
